paper_id,title,year,industry_category,outcome_keyword,outcome_enhanced,pos_matches,neg_matches,neu_matches
14982706,Menthol pharmacology and its potential impact on cigarette smoking behavior.,2004,Independent,Negative,Negative,,toxic,
14982704,Menthol cigarettes: setting the research agenda.,2004,Independent,Not coded,Not applicable,,,
14982692,"The ""low-tar"" strategy and the changing construction of Australian cigarettes.",2004,Independent,Not coded,Not applicable,,,
14766113,Smokeless tobacco use: harm reduction or induction approach?,2004,Independent,Positive,Mixed,harm reduction,higher rate; addiction; negative health; withdrawal; relapse,
14759927,"Out of the ashes: the life, death, and rebirth of the ""safer"" cigarette in the United States.",2004,Independent,Positive,Not applicable,,,
14678054,Conversation with Michael A. H. Russell.,2004,Independent,Not coded,Not applicable,,,
16367989,"Mixed messages on tobacco: comparative exposure to public health, tobacco company- and pharmaceutical company-sponsored tobacco-related television campaigns in the United States, 1999-2003.",2005,Independent,Positive,Positive,cessation; benefits,,
16366816,"Ever users versus never users of a ""less risky"" cigarette.",2005,Independent,Positive,Positive,quit ; quitting; safer,,
16298716,What's new in nicotine & tobacco research?,2005,Independent,Not coded,Not applicable,,,
16288944,Significance of ammonium compounds on nicotine exposure to cigarette smokers.,2006,Independent,Not coded,Not applicable,,,
16258588,"Blame it on Big Tobacco, but do what you can to help smokers stop.",2005,Independent,Not coded,Not applicable,,,
16212728,"Issue network versus producer network? ASH, the Tobacco Products Research Trust and UK smoking policy.",2005,Independent,Positive,Positive,harm reduction,,
16205372,Adolescent vulnerabilities to chronic alcohol or nicotine exposure: findings from rodent models.,2005,Independent,Not coded,Negative,,adolescent nicotine,
16191749,"Lessons from the history of tobacco harm reduction: The National Cancer Institute's Smoking and Health Program and the ""less hazardous cigarette"".",2005,Independent,Mixed,Positive,harm reduction; benefits,,
16191747,Industry research on the use and effects of levulinic acid: a case study in cigarette additives.,2005,Independent,Not coded,Negative,,toxicity,
16190271,[The tobacco problem in French-speaking Africa and regional perspectives of the French-speaking African tobacco observatory].,2005,Independent,Negative,Negative,,cancer,
16190263,[The biggest fraud of the century: light cigarettes].,2005,Independent,Not coded,Negative,,misleading; fraud,
16183983,"Effect of the New York State cigarette fire safety standard on ignition propensity, smoke constituents, and the consumer market.",2005,Independent,Not coded,Not applicable,,,
16168760,Mixed feelings on snus.,2005,Independent,Not coded,Not applicable,,,
16106284,Tobacco and health fact sheet: nicotine and other poisons.,2005,Independent,Not coded,Not applicable,,,
16085530,"Scientific analysis of second-hand smoke by the tobacco industry, 1929-1972.",2005,Independent,Not coded,Not applicable,,,
16054976,Mechanisms of alcohol-associated cancers: introduction and summary of the symposium.,2005,Independent,Negative,Negative,,carcinogen; cancer; tumor,
16046682,Japanese spousal smoking study revisited: how a tobacco industry funded paper reached erroneous conclusions.,2005,Independent,Not coded,Not applicable,,,
16001120,Censorship by a tobacco company.,2006,Independent,Not coded,Not applicable,,,
15948643,"[If big tobacco cries, big pharma laughs].",2005,Independent,Not coded,Not applicable,,,
15914832,Use of pharmacy data to evaluate smoking regulations' impact on sales of nicotine replacement therapies in New York City.,2005,Independent,Positive,Positive,cessation,,
15914827,"Adult tobacco use levels after intensive tobacco control measures: New York City, 2002-2003.",2005,Independent,Not coded,Not applicable,,,
15913077,"The unbearable lightness of ""light"" cigarettes: a comparison of smoke yields in six varieties of Canadian ""light"" cigarettes.",2005,Independent,Not coded,Not applicable,,,
15913076,"""Light"" and ""mild"" cigarettes: let's end the confusion. Now.",2005,Independent,Not coded,Not applicable,,,
15847628,Nicotine analogues: a review of tobacco industry research interests.,2005,Independent,Not coded,Not applicable,,,
15843834,Rethinking the regulatory framework for tobacco control in New Zealand.,2005,Independent,Not coded,Not applicable,,,
15843831,Scope for regulation of cigarette smoke toxicity: the case for including charcoal filters.,2005,Independent,Not coded,Mixed,effective ,toxicity,
15842752,A rapid LC-MS-MS method for the determination of nicotine and cotinine in serum and saliva samples from smokers: validation and comparison with a radioimmunoassay method.,2005,Independent,Positive,Positive,improved,,
15829474,"Comparing the efficacy of two Internet-based, computer-tailored smoking cessation programs: a randomized trial.",2005,Independent,Positive,Positive,quit ; abstinence,,
15742577,Breathing life into the Framework Convention on Tobacco Control: smoking cessation and the right to health.,2005,Independent,Not coded,Not applicable,,,
15738335,Smoking practices in New York City: the use of a population-based survey to guide policy-making and programming.,2005,Independent,Not coded,Not applicable,,,
15730554,Permissive nicotine regulation as a complement to traditional tobacco control.,2005,Independent,Not coded,Mixed,improve,addictive; deaths,
15651085,Validation and application of a method for the determination of nicotine and five major metabolites in smokers' urine by solid-phase extraction and liquid chromatography-tandem mass spectrometry.,2005,Independent,Not coded,Not applicable,,,
15647405,Short-term exposure evaluation of adult smokers switching from conventional to first-generation electrically heated cigarettes during controlled smoking.,2005,Tobacco Company,Negative,Negative,,harmful; environmental tobacco smoke,
17679792,Metabolic and cardiovascular effects of smokeless tobacco.,2006,Independent,Positive,Negative,,cardiovascular mortality; mortality,
17491164,What's new in nicotine & tobacco research?,2006,Independent,Not coded,Not applicable,,,
17444052,Absorption of nicotine induces oxidative stress among bidi workers.,2006,Independent,Negative,Negative,,cancer,
17302017,Lower nicotine cigarettes may not lower harm.,2006,Independent,Negative,Negative,,harmful,
17175844,Identifying carcinogens: the tobacco industry and regulatory politics in the United States.,2006,Independent,Not coded,Negative,,carcinogens,
17132525,Changes in markers of epithelial permeability and inflammation in chronic smokers switching to a nonburning tobacco device (Eclipse).,2006,Independent,Neutral,Neutral,,,no significant
17132523,Perspectives on the role of the Society for Research on Nicotine and Tobacco in promoting global tobacco research and reducing tobacco harm.,2006,Independent,Not coded,Not applicable,,,
17130628,Consumer acceptable risk: how cigarette companies have responded to accusations that their products are defective.,2006,COI Declared,Positive,Mixed,safer,dangerous,
17130621,Tobacco industry litigation position on addiction: continued dependence on past views.,2006,COI Declared,Negative,Negative,,addiction,
17130373,"The US Public Health Service ""treating tobacco use and dependence clinical practice guidelines"" as a legal standard of care.",2006,Independent,Negative,Mixed,effective ; efficacy,addiction; dependence; death; nicotine addiction,
17130370,Marlboro UltraSmooth: a potentially reduced exposure cigarette?,2006,Independent,Not coded,Not applicable,,,
17057636,[Risk reduction strategies in smoking].,2006,Independent,Not coded,Not applicable,,,
17030447,Smoking expectancies for flavored and non-flavored cigarettes among college students.,2007,Independent,Not coded,Not applicable,,,
16998176,The consequences of the unregulated cigarette.,2006,Independent,Not coded,Not applicable,,,
16998174,"Adolescent snus use in Finland in 1981-2003: trend, total sales ban and acquisition.",2006,Independent,Not coded,Not applicable,,,
16973837,Relationship between constituent labelling and reporting of tar yields among smokers in four countries.,2006,Independent,Negative,Negative,,toxic,
16950972,Youth tobacco use: a global perspective for child health care clinicians.,2006,Independent,Negative,Negative,,dependence; nicotine dependence; youth tobacco,
16920646,Melanin and nicotine: A review of the literature.,2006,Independent,Mixed,Not applicable,,,
16904804,Sugars as tobacco ingredient: Effects on mainstream smoke composition.,2006,Independent,Negative,Negative,,toxic; adverse health; carcinogenic; addictive,
16878339,Determination of nicotine in mainstream smoke on the single puff level by liquid-phase microextraction coupled to matrix-assisted laser desorption/ionization Fourier transform mass spectrometry.,2006,Independent,Not coded,Not applicable,,,
16875767,The role of ammonia in the transfer of nicotine from tobacco to mainstream smoke.,2006,Tobacco Company,Not coded,Not applicable,,,
16869850,Tobacco industry sponsorship of a book and conflict of interest.,2006,Independent,Not coded,Not applicable,,,
16809583,"Cessation among smokers of ""light"" cigarettes: results from the 2000 national health interview survey.",2006,Independent,Positive,Positive,cessation; lower odds,,
16801298,Are menthol cigarettes a starter product for youth?,2006,Independent,Negative,Negative,,dependence; nicotine dependence,
16766423,Tobacco-specific nitrosamines in new tobacco products.,2006,Independent,Not coded,Not applicable,,,
16728759,Maximum yields might improve public health--if filter vents were banned: a lesson from the history of vented filters.,2006,COI Declared,Positive,Positive,benefit,,
16728752,Role of snus in initiation and cessation of tobacco smoking in Sweden.,2006,COI Declared,Positive,Positive,stopping smoking; reduced risk,,
16728749,Brand differences of free-base nicotine delivery in cigarette smoke: the view of the tobacco industry documents.,2006,COI Declared,Mixed,Positive,benefit,,
16565455,Litigation in Argentina: challenging the tobacco industry.,2006,Independent,Not coded,Positive,effective ; successful; favourable,,
16517278,Secret science: tobacco industry research on smoking behaviour and cigarette toxicity.,2006,Independent,Not coded,Mixed,successful,toxicity; exploit; conceal,
16497594,What's new in nicotine & tobacco research?,2006,Independent,Not coded,Not applicable,,,
16463054,Nicotine psychopharmacology research contributions to United States and global tobacco regulation: a look back and a look forward.,2006,Independent,Not coded,Not applicable,,,
16446257,Current trends in international tobacco control.,2006,Independent,Positive,Not applicable,,,
18058342,What's new in nicotine & tobacco research?,2007,Independent,Not coded,Not applicable,,,
